race_date,time,track,distance,class,valuetowinner,going,Code,hcap_or_non,AgeRestrictions,race_name,cardno,horse_name,horse_age,last,last2,last3,last4,last5,last6,last7,last8,last9,last10,leveller,speed,jockey_name,jockeyrating,trainer_name,trainerrating,stallion,stallionrating,today,total,odds_numerical,Stall,OffRat,Runners,Horse_DaysSinceRan,RaceType,
"2019-06-20","15:30:00","Chelmsford City","1m2f ","Class 3","10350","Standard","All Weather","Handicap","4yo+","John Lewis And Partners Personal Styling Handicap","7","Lexington Empire","4","61.5200","43.1082","20.5610","9.3962","7.1484","4.1343","4.2806","1.2789","0.9483","0.8809","0.0000","0.0000","Kelly, Shane","0.0000","Lanigan, D R","0.8316","Intello (GER)","0.0000","12.6805","166.7689","8.00","1","89","10","29","Handicap",
"2019-06-20","15:30:00","Chelmsford City","1m2f ","Class 3","10350","Standard","All Weather","Handicap","4yo+","John Lewis And Partners Personal Styling Handicap","10","Star Of Southwold (FR)","4","79.2500","21.5709","18.8593","10.3282","9.4546","6.7125","3.7081","1.6310","1.2071","1.9105","0.0000","0.0000","Rawlinson, Ali","0.0000","Appleby, M","1.2355","Le Havre (IRE)","0.0000","10.2098","166.0777","14.00","8","85","10","34","Handicap",
"2019-06-20","15:30:00","Chelmsford City","1m2f ","Class 3","10350","Standard","All Weather","Handicap","4yo+","John Lewis And Partners Personal Styling Handicap","5","Mistiroc","8","71.0800","43.6535","14.7308","7.2698","7.6731","4.9123","4.2234","2.0740","2.4343","2.0231","0.0000","0.0000","Hart, Jason","0.0000","Quinn, J J","1.2632","Rocamadour","0.0000","2.9830","164.3206","18.00","6","91","10","34","Handicap",
"2019-06-20","15:30:00","Chelmsford City","1m2f ","Class 3","10350","Standard","All Weather","Handicap","4yo+","John Lewis And Partners Personal Styling Handicap","2","Spanish Archer (FR)","4","76.1770","28.3027","19.5970","8.1127","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21.9272","0.0000","Muscutt, D","0.0000","Fanshawe, J R","1.2754","Lope De Vega (IRE)","0.0000","3.5833","158.9753","4.00","2","94","10","266","Handicap",
"2019-06-20","15:30:00","Chelmsford City","1m2f ","Class 3","10350","Standard","All Weather","Handicap","4yo+","John Lewis And Partners Personal Styling Handicap","6","Rufus King","4","73.5700","34.7242","14.5777","7.7170","5.2598","6.6973","3.5616","1.9620","3.0351","1.7283","0.0000","0.0000","Morris, Luke","0.0000","Johnston, M","1.6189","Iffraaj","0.0000","3.2629","157.7148","16.00","10","90","10","20","Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","3","Fleeting (IRE)","3","137.7268","37.6616","35.3390","15.5098","6.1741","6.6306","0.0000","0.0000","0.0000","0.0000","15.4735","0.0000","Moore, Ryan","0.0000","OBrien, A P","1.6742","Zoffany (IRE)","0.0000","4.7999","260.9895","1.50","9","110","11","20","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","8","Queen Power (IRE)","3","132.7590","41.7008","23.6580","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","49.6626","0.0000","Sousa, Silvestre De","0.0000","Stoute, Sir Michael","2.4172","Shamardal (USA)","0.0000","6.6335","256.8311","4.50","8","100","11","33","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","4","Frankellina","3","119.8162","53.1829","21.2875","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","50.1422","0.0000","Doyle, James","0.0000","Haggas, W J","2.7687","Frankel","0.0000","2.9999","250.1974","8.00","4","105","11","20","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","9","Shambolic (IRE)","3","110.6720","47.9232","25.7719","13.7166","8.3338","0.0000","0.0000","0.0000","0.0000","0.0000","22.5737","0.0000","Havlin, Robert","0.0000","Gosden, J H M","2.2337","Shamardal (USA)","0.0000","8.1000","239.3249","25.00","7","100","11","28","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","7","Peach Tree (IRE)","3","114.4870","41.0121","23.2657","18.4437","6.8270","8.8510","4.4205","3.3845","1.1284","0.0000","2.5221","0.0000","Heffernan, J A","0.0000","OBrien, A P","1.5631","Galileo (IRE)","0.0000","2.5998","228.5049","33.00","2","102","11","6","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","5","Fresnel","3","103.5365","43.8513","21.6197","14.0422","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","30.7720","0.0000","Halpin, G P","0.0000","Davison, Jack W","0.7426","Sea The Stars (IRE)","0.0000","2.0500","216.6142","33.00","11","98","11","36","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","1","Altair (IRE)","3","96.7080","40.2384","22.5178","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","42.8567","0.0000","OBrien, Donnacha","0.0000","OBrien, Joseph Patrick","1.8302","Australia","0.0000","5.9669","210.1180","40.00","1","93","11","22","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","2","Fanny Logan (IRE)","3","106.7458","33.5490","18.2745","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39.4740","0.0000","Atzeni, Andrea","0.0000","Gosden, J H M","2.1670","Sea The Stars (IRE)","0.0000","3.5665","203.7768","14.00","3","94","11","43","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","11","Star Catcher","3","106.0572","31.0852","16.8113","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.6094","0.0000","Dettori, L","0.0000","Gosden, J H M","2.1670","Sea The Stars (IRE)","0.0000","2.8999","196.6300","6.50","6","98","11","33","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","6","Love So Deep (JPN)","3","103.9986","34.4782","21.5800","12.6009","5.6035","3.9586","3.4547","2.5977","1.3558","0.0000","1.9766","0.0000","Egan, John","0.0000","Chapple-Hyam, Jane","1.2877","Deep Impact (JPN)","0.0000","2.5998","195.4921","100.00","10","95","11","28","Non-Handicap",
"2019-06-20","15:40:00","Ascot","1m4f ","Group 2","121926","Soft","Flat (Turf)","Non Handicap","3yo","Ribblesdale Stakes (Fillies Group 2)","10","Sparkle Roll (FR)","3","80.8300","40.2973","18.7397","7.8781","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.0521","0.0000","Murphy, Oisin","0.0000","Gosden, J H M","2.3337","Kingman","0.0000","4.4000","178.5308","12.00","5","92","11","36","Non-Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","4","Mulligatawny (IRE)","6","99.9000","44.4150","20.7853","7.9050","5.8106","5.7829","4.9958","3.8864","1.9346","1.7887","0.0000","0.0000","Sanderson, Benjamin","0.0000","Fell, Roger","1.1561","Lope De Vega (IRE)","0.0000","4.2164","202.5768","10.00","3","89","9","19","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","5","Harbour Breeze (IRE)","4","108.0000","43.6428","11.2241","9.8035","6.3683","3.6954","0.0000","0.0000","0.0000","0.0000","10.7695","0.0000","Lee, G","0.0000","Wadham, Mrs L","1.4352","Le Havre (IRE)","0.0000","4.9999","199.9386","7.00","1","88","9","29","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","2","Borodin (IRE)","4","72.1050","45.5516","26.0406","13.6928","10.2280","5.4560","5.3234","2.6918","1.9059","1.0654","0.0000","0.0000","Mathers, Patrick","0.0000","Fahey, R A","1.1885","High Chaparral (IRE)","0.0000","2.4000","187.6489","4.50","9","90","9","20","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","1","Ummalnar","4","82.8828","32.8275","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.7752","0.0000","Tudhope, Daniel","0.0000","Haggas, W J","3.6778","Shamardal (USA)","0.0000","7.2000","181.3633","2.50","7","91","9","310","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","6","Mutamaded (IRE)","6","98.3200","30.9555","14.0561","8.9256","6.6146","4.3918","4.8061","2.0108","1.1854","1.5601","0.0000","0.0000","Sullivan, James P","0.0000","Carr, Mrs R A","0.7780","Arcano (IRE)","0.0000","7.3778","180.9819","3.50","2","83","9","5","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","7","Thomas Cranmer (USA)","5","86.7850","27.9770","14.9205","8.8805","6.3806","6.4936","3.6659","3.4172","1.8605","2.4655","0.0000","0.0000","Scott, Rowan","0.0000","Jackson, Miss T","0.5188","Hard Spun (USA)","0.0000","9.7977","173.1628","14.00","4","78","9","24","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","3","Gulf Of Poets","7","53.8470","41.4846","20.8236","11.5583","9.0112","5.2525","3.6232","3.1863","2.6437","2.2950","0.0000","0.0000","Quinn, Josh","0.0000","Easterby, M W","0.8745","Oasis Dream","0.0000","3.9940","158.5940","9.00","5","89","9","68","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","8","Dutch Uncle","7","85.5000","22.1018","13.4812","8.3915","7.3517","6.3968","4.3943","2.2433","1.3356","1.8013","0.0000","0.0000","Davis, Sean","0.0000","Clover, Tom","1.0887","Dutch Art","0.0000","4.0591","158.1453","10.00","8","75","9","7","Handicap",
"2019-06-20","15:55:00","Ripon","1m2f ","Class 3","9338","Good To Soft","Flat (Turf)","Handicap","4yo+","Ripon Races Ladies Day Handicap","9","Kharbetation (IRE)","6","44.9411","26.1317","13.5128","8.1666","4.5806","5.8923","3.2030","3.1449","2.1040","1.4105","0.0000","0.0000","Hardie, Cameron","0.0000","OMeara, D","1.4315","Dream Ahead (USA)","0.0000","4.2761","118.7950","33.00","6","74","9","37","Handicap",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","2","Kirstenbosch","3","72.2190","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","81.6436","0.0000","Muscutt, D","0.0000","Fanshawe, J R","2.0254","Mount Nelson","0.0000","6.8000","162.6880","0.91","8","0","10","31","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","5","Inference","3","62.6168","29.5788","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","45.1141","0.0000","Mackay, Nicky","0.0000","Gosden, J H M","1.8563","Intello (GER)","0.0000","1.9000","141.0660","2.00","2","0","10","35","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","4","Cabarita","3","42.6410","30.5528","16.0496","8.6377","4.6841","0.0000","0.0000","0.0000","0.0000","0.0000","12.7297","0.0000","Hornby, Rob","0.0000","Beckett, R M","1.8409","Leroidesanimaux (BRZ)","0.0000","1.5000","118.6360","5.50","7","76","10","40","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","6","Narina (IRE)","3","49.5365","25.0021","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","36.9415","0.0000","Jones, Liam","0.0000","Haggas, W J","2.5280","Rip Van Winkle (IRE)","0.0000","1.2000","115.2080","7.50","9","0","10","27","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","3","Astral Girl","3","41.5357","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46.9561","0.0000","Godwin, Mitch","0.0000","Morrison, H","0.5928","Intello (GER)","0.0000","1.0000","90.0845","50.00","4","0","10","14","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","8","Prodigious","3","41.1172","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46.4829","0.0000","Steward, Louis","0.0000","Stoute, Sir Michael","1.9806","Intello (GER)","0.0000","0.4000","89.9807","11.00","5","0","10","251","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","1","Emerald Fox","4","39.7607","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.9494","0.0000","Cronin, S C","0.0000","Brisland, Robyn","0.5158","Foxwedge (AUS)","0.0000","0.4000","85.6259","100.00","6","0","10","64","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","10","Zappiness (USA)","3","42.8004","12.9510","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25.1605","0.0000","Turner, Hayley","0.0000","Chapple-Hyam, P W","0.5021","Stay Thirsty (USA)","0.0000","0.6000","82.0140","100.00","10","0","10","30","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","9","Resurrected (IRE)","3","34.6925","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39.2198","0.0000","Brock, Danny","0.0000","McBride, P J","0.6172","Clodovil (IRE)","0.0000","0.4000","74.9295","150.00","3","0","10","41","Novices",
"2019-06-20","16:05:00","Chelmsford City","1m2f ","Class 4","6146","Standard","All Weather","Non Handicap","3-4yo","Strawberry Lipo At The Beauty Centre Fillies Novice Median Auction Stakes","7","Postie","3","29.0370","17.0663","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.5372","0.0000","Tate, Ryan","0.0000","Eustace, J M P","0.5149","Medicean","0.0000","1.1000","71.2554","100.00","1","0","10","21","Novices",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","4","Stradivarius (IRE)","5","152.9550","65.4956","35.4984","22.5696","15.0893","9.1409","5.7572","4.2531","3.5762","3.4504","0.0000","0.0000","Dettori, L","0.0000","Gosden, J H M","2.5004","Sea The Stars (IRE)","0.0000","14.1740","334.4602","1.50","2","120","11","34","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","8","Dee Ex Bee","4","142.2630","62.6306","29.2218","13.4895","10.4155","8.9256","5.5023","3.1660","2.5129","2.7376","0.0000","0.0000","Sousa, Silvestre De","0.0000","Johnston, M","1.7066","Farhh","0.0000","7.4693","290.0405","5.00","8","115","11","28","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","9","Flag Of Honour (IRE)","4","119.1640","47.3271","29.6861","13.5274","14.7791","10.4671","8.2130","2.9648","3.2254","2.0071","0.0000","0.0000","Moore, Ryan","0.0000","OBrien, A P","1.7576","Galileo (IRE)","0.0000","3.8501","256.9688","12.00","5","117","11","25","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","6","Cross Counter","4","118.1519","59.1428","28.8880","14.8846","6.2249","4.8292","3.6353","0.0000","0.0000","0.0000","8.7884","0.0000","Doyle, James","0.0000","Appleby, Charlie","2.3548","Teofilo (IRE)","0.0000","7.9570","254.8569","3.50","4","118","11","302","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","5","Thomas Hobson","9","115.7317","63.0365","19.7114","12.2412","9.7120","5.3002","4.8737","3.7380","3.0030","3.7980","0.0000","0.0000","Atzeni, Andrea","0.0000","Mullins, W P","2.2538","Halling (USA)","0.0000","9.2617","252.6611","18.00","3","112","11","243","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","11","Raymond Tusk (IRE)","4","105.7338","53.3181","25.1809","14.9933","12.1410","6.0810","4.2139","2.7680","0.0000","0.0000","5.4275","0.0000","Spencer, Jamie","0.0000","Hannon (Jnr), Richard","1.2244","High Chaparral (IRE)","0.0000","3.8500","234.9318","40.00","10","111","11","33","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","2","Capri (IRE)","5","88.8120","43.0334","26.1527","16.1716","12.5334","9.8663","5.9647","2.9998","2.3963","3.4304","0.0000","0.0000","OBrien, Donnacha","0.0000","OBrien, A P","1.8024","Galileo (IRE)","0.0000","3.9845","217.1475","20.00","7","113","11","34","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","3","Magic Circle (IRE)","7","91.8424","48.2811","23.1000","10.5772","7.5026","7.2840","4.1564","3.0989","1.9149","2.5698","0.0000","0.0000","Crowley, Jim","0.0000","Williams, Ian","1.9379","Makfi","0.0000","3.1037","205.3689","20.00","6","114","11","42","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","10","Master Of Reality (IRE)","4","83.8040","63.2142","16.6088","9.6885","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.6909","0.0000","Lordan, W M","0.0000","OBrien, Joseph Patrick","1.4135","Frankel","0.0000","1.8500","205.2699","100.00","9","108","11","34","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","7","Cypress Creek (IRE)","4","75.3103","28.1903","18.8859","19.1823","7.7017","5.6271","5.4933","3.6833","1.6243","1.8243","0.0000","0.0000","Heffernan, J A","0.0000","OBrien, A P","1.5076","Galileo (IRE)","0.0000","1.8501","170.8805","100.00","11","107","11","20","Non-Handicap",
"2019-06-20","16:20:00","Ascot","2m4f ","Group 1","283550","Soft","Flat (Turf)","Non Handicap","4yo+","Gold Cup (Group 1)","1","Called To The Bar (IRE)","5","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","Guyon, Maxime","0.0000","Brandt, Mme Pia","0.0000","Henrythenavigator (USA)","0.0000","0.0000","0.0000","16.00","1","113","11",,"Non-Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","2","Thorntoun Care","8","84.4000","21.8925","12.8206","8.6707","4.1363","5.1304","3.8116","1.6374","1.6084","1.4687","0.0000","0.0000","Collier, Miss A","0.0000","Tutty, Mrs K J","0.5704","Rail Link","0.0000","2.8201","148.9673","8.00","7","65","10","14","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","1","Nevada","6","64.3958","30.2738","16.9956","9.7684","4.7106","5.8086","3.7180","1.9744","1.2848","0.9241","0.0000","0.0000","Mason, Miss Joanna","0.0000","Gollings, S","0.9386","Proclamation (IRE)","0.0000","1.8570","142.6497","2.50","8","66","10","52","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","8","Mr Carbonator","4","64.3950","27.2768","15.4018","7.4849","7.0847","4.5549","3.2706","2.5443","2.0238","1.6345","0.0000","0.0000","Waugh, Amie","0.0000","Kirby, P A","0.5993","Bated Breath","0.0000","2.2427","138.5132","6.00","6","59","10","9","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","5","Iolani (GER)","7","72.5750","19.0933","9.9079","7.8190","4.5721","4.3959","4.0099","3.8210","3.0343","2.4686","0.0000","0.0000","Sayer, Miss E C","0.0000","Sayer, Mrs Dianne","0.7665","Sholokhov (IRE)","0.0000","2.9161","135.3797","5.00","5","63","10","14","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","9","Earthly (USA)","5","69.7500","19.7685","12.2056","8.5178","4.1275","4.9612","3.4929","2.3113","1.6657","1.5452","0.0000","0.0000","Brotherton, Miss S","0.0000","Llewellyn, B J","0.2136","Spring At Last (USA)","0.0000","2.8998","131.4591","7.00","10","52","10","14","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","4","Belabour","6","71.9704","16.7213","8.9272","5.5877","7.1386","4.1040","1.6492","1.9213","1.2720","1.2071","0.0000","0.0000","Brisbourne, Becky","0.0000","Frost, Kevin","0.4181","Bernardini (USA)","0.0000","2.8237","123.7406","10.00","3","63","10","81","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","10","Correggio","9","62.4500","23.7960","8.2425","5.5214","4.7120","4.2722","2.9713","1.2110","1.1089","0.7451","0.0000","0.0000",,"0.0000","Hammond, Micky","0.7396","Bertolini (USA)","0.0000","2.5265","118.2966","0.00","4","51","10","14","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","7","Lafilia (GER)","4","57.2405","17.4924","15.3459","5.9390","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.9150","0.0000","Hampson, Miss B","0.0000","Watson, Archie","1.6290","Teofilo (IRE)","0.0000","1.0000","114.5618","8.00","2","60","10","37","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","6","Lucys Law (IRE)","5","45.1100","26.8515","13.7982","6.3967","4.9250","4.5117","1.9480","2.4384","1.6392","1.1960","0.0000","0.0000","McCain, Miss A","0.0000","Tate, T P","0.4417","Lawman (FR)","0.0000","1.9335","111.1900","18.00","9","62","10","16","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","3","Be Perfect (USA)","10","40.1300","27.2972","11.0344","10.7632","4.1466","3.4308","3.2461","2.7850","2.0700","1.6346","0.0000","0.0000","Bullock, Miss Emily","0.0000","Carr, Mrs R A","0.7400","Street Cry (IRE)","0.0000","3.8991","111.1770","8.00","1","63","10","17","Handicap",
"2019-06-20","16:35:00","Ripon","1m4f ","Class 6","3307","Good To Soft","Flat (Turf)","Handicap","4yo+","Quilter Private Client Advisers Ladies Derby Handicap (Lady Amateur Riders)","11","Graceful Act","11","29.1760","18.7197","11.0390","8.1910","5.1671","3.8959","2.1416","1.7654","1.3828","1.4299","0.0000","0.0000","Smith, Sophie","0.0000","Barr, R E","0.1816","Royal Applause","0.0000","4.7627","87.8527","66.00","11","46","10","24","Handicap",
"2019-06-20","16:45:00","Chelmsford City","6f ","Class 3","10350","Standard","All Weather","Handicap","3yo+","Lifehouse Spa Day Fillies Handicap","2","Isaan Queen (IRE)","3","85.9100","58.2411","16.4354","7.7446","7.6198","6.6247","5.4259","3.0519","1.6454","2.3362","0.0000","0.0000","Greatrex, Edward","0.0000","Watson, Archie","1.9230","War Command (USA)","0.0000","9.4666","206.4245","8.00","2","96","10","32","Handicap",
"2019-06-20","16:45:00","Chelmsford City","6f ","Class 3","10350","Standard","All Weather","Handicap","3yo+","Lifehouse Spa Day Fillies Handicap","4","Probability (IRE)","3","100.5000","26.0275","24.4465","14.3010","8.2760","5.2443","4.1200","2.7002","0.9697","0.0000","2.1162","0.0000","Doyle, Hollie","0.0000","Watson, Archie","2.1786","Moohaajim (IRE)","0.0000","10.4226","201.3026","12.00","10","89","10","26","Handicap",
"2019-06-20","16:45:00","Chelmsford City","6f ","Class 3","10350","Standard","All Weather","Handicap","3yo+","Lifehouse Spa Day Fillies Handicap","1","Puds","4","82.1000","44.3498","26.6930","14.0470","8.5186","7.6301","3.2806","2.5173","1.8930","1.3103","0.0000","0.0000",,"0.0000","Hughes, Richard","1.1897","Bated Breath","0.0000","6.4943","200.0236","0.00","11","90","10","13","Handicap",
